Nodo,Distancia_Promedio,Caminos_Validos
SHI2025434,0.0,1
SHI202562,0.0,1
SHI2026112391,0.0,1
SHIBUYA2025103485,0.0,1
SHIH2025,0.606,5
SHIKINO2024,0.0,1
SHILO2024104011,0.0,1
SHIMIZU2023,0.0,1
SHIMODA2025105356,0.0,1
SHIN202340,0.0,1
SHIN2025,0.0,1
SHIN2025101216,0.0,1
SHIN2025108662,0.0,1
SHIN2025111393,0.22,2
SHIN2025832,0.0,1
SHIRAISHI2025100196,0.0,1
SHIRSHAHI20241606,0.0,1
SHORE2024103063,0.0,1
SHOZEN2025106422,0.0,1
SHUKLA2024100605,0.0,1
SHULTZ2025101405,0.0,1
SHUM2024100091,0.0,1
SHUYU2025537,0.0,1
SI2024,0.0,1
SIDAOUI2024101045,0.0,1
SIDDIK2025106519,0.0,1
SIGALA2024384,0.0,1
SIINO2025104281,0.0,1
SIKKINK2025100322,0.0,1
SIKSTROM2024105140,0.0,1
SILALAHI2025102995,0.0,1
SILVA2024107698,0.0,1
SILVA2025101680,0.0,1
SILVEIRA20231,0.0,1
SIM2024662,0.0,1
SIMEONE202537,0.0,1
SIMMATIS2024105,0.0,1
SIMMS2025106544,0.0,1
SIMSEK2025e806,0.0,1
SING2025827,0.0,1
SINGCHA2024105975,0.0,1
SINGH2024100531,0.0,1
SINGH2024102776,1.3485,393
SINGH2024103021,0.195,2
SINGH2025100876,0.0,1
SINGH2025112220,0.0,1
SINGH2025124261,0.0,1
SINGH2025129,0.0,1
SINGH2025253,0.225,2
SINGHAL2025S-864,0.0,1
SIRNOORKAR2024100318,0.0,1
SIT2024e1136,1.8323,62
SIVARAJKUMAR2024,0.0,1
SKUK2024155,0.0,1
SKULMOWSKI2023100023,0.0,1
SLATON2025,0.0,1
SLIM2025232,0.0,1
SMERDON2024100288,0.0,1
SMITH20241,0.165,2
SMITH2025102896,0.0,1
SMITH2025102958,0.0,1
SMITH2025331,0.0,1
SMITH2026421,0.0,1
SNAVELY202550,0.0,1
SNOWDON2024,0.0,1
SOARESDOSSANTOSJUNIOR2024S629,0.0,1
SOLAIMAN2024102028,1.2437,38
SOLLINI2025125,0.0,1
SOLODUCHOPELC20244461,0.0,1
SOLORZANOREQUEJO2024102157,0.0,1
SOMAN2025101337,0.0,1
SON2025110622,0.0,1
SONG2024100069,0.32,3
SONG2024105837,0.0,1
SONG2025,0.0,1
SONG2025104549,0.4467,3
SONG2025105157,0.3033,3
SONG2025105390,0.0,1
SONG2025115500,0.245,2
SONG2026104368,0.0,1
SONTADRACZKOWSKA2025321,0.0,1
SORICH2024,0.0,1
SOROOSHIAN2025146,0.0,1
SOROUSH2025502,0.696,5
SOSSA2024100374,0.0,1
SOTO20243595,0.0,1
SOYLU2025288,0.0,1
SPADON2024101952,0.0,1
SPALLEK2023,0.0,1
SPARKES202416,1.534,52
SPEER2024S-890,0.0,1
SPEISER2025106293,0.0,1
SPENNEMANN2024301821,0.0,1
SPILOTRO2025666,0.0,1
SPIRO2024101092,0.0,1
SPRUTE2025101609,0.0,1
SQUALLIHOUSSAINI2024101491,0.0,1
SRIDHARAN2024100492,0.0,1
SRINIVAS2024102787,0.0,1
SRIVASTAVA2023S359,1.7291,200
SRIVASTAVA2025,0.0,1
SRIVASTAVA2025103128,0.0,1
SRIVASTAVA2025112415,0.0,1
SRIVASTAVA2025S294,0.24,2
SRIVATSA2024102808,0.0,1
SRIVATSA2025100191,0.0,1
SRIVATSA2025161924,0.0,1
SRIVATSA2025162353,0.2933,3
SRIVATSA2025162355,0.0,1
SRIVATSA2025162420,0.0,1
SRIVATSA2025218,0.0,1
SROUR2025102889,0.0,1
STAFFORD2026108299,0.0,1
STAFUZZA2023110047,0.0,1
STAHL2025,0.0,1
STANCIU2025443,0.0,1
STEELE2023100160,0.0,1
STEFFEN2024100954,0.0,1
STENSTROM2025104411,0.0,1
STERN2025,0.0,1
STERPETTI2025388,1.1128,81
STETTINGER2025100320,0.0,1
STEVENS2024,1.8956,115
STEVENS2024100737,1.5699,394
STEVENS2025100831,0.0,1
STIDHAM2025432,0.0,1
STOFBERG2025S32,1.1213,54
STOKELWALKER202418,1.3505,203
STOREY2025102480,0.0,1
STORNAIUOLO202483,0.0,1
STRACQUADANIO2025108960,0.0,1
STREMERSCH20241,0.0,1
STROM2025103065,0.25,2
STROZYNA20242042,0.0,1
STUTZLE20251208,0.0,1
SU2024110985,0.0,1
SU2024125167,0.0,1
SU2024199302,0.0,1
SU2025103830,0.0,1
SU2025104352,0.0,1
SU2025108557,0.0,1
SUAREZ2025102997,0.0,1
SUBBARAJ2025S47,0.0,1
SUBILLAGA2025103566,0.0,1
SUCHANEK2025100781,0.0,1
SUFFOLETTO2024,0.0,1
SUGAHARA2025397,0.0,1
SUGIURA2025226,0.0,1
SUH2024,0.0,1
SUK2025102261,0.0,1
SULICH20233727,0.0,1
SULTAN2025e1197,0.0,1
SUMMERS2024104062,0.538,5
SUMMERS2025168,0.0,1
SUN2023101418,0.0,1
SUN2024117946,0.0,1
SUN2025,0.0,1
SUN2025103037,0.0,1
SUN2025103806,0.0,1
SUN2025103974,0.0,1
SUN2025104377,0.0,1
SUN2025105130,0.0,1
SUN2025105388,0.0,1
SUN2025107806,0.0,1
SUN2025129482,0.0,1
SUN2025175,0.0,1
SUN2026105271,0.0,1
SUNDARARAJAN2025326,0.0,1
SUNG2025,0.0,1
SUNGE2024e39869,0.0,1
SUNGHEETHA20251442,0.0,1
SUNMOLA2024813,0.0,1
SUPPAN2025,0.0,1
SUPPIEJ2025100277,0.0,1
SURESH2025100898,0.0,1
SURI2025818,0.0,1
SURYANARAYANA2025107193,0.0,1
SUTCLIFFE2025214153,0.0,1
SUTERA2025,0.0,1
SUZUKI2025120557,0.0,1
SWAMI2024S446,1.389,402
SWAMI2024S483,1.3975,403
SWAMI2025S304,0.0,1
SWEENEY2023100818,0.0,1
SZAREK2025177258,0.0,1
SZCZESNIEWSKI2024398,0.0,1
TABATABAEI2023212023,0.0,1
TAC2024432,0.0,1
TACKETT2025,1.4675,52
TADOKORO2025663,0.0,1
TAFAZOLI2024100275,0.0,1
TAHA2024100114,0.0,1
TAHTOUH2025100181,0.0,1
TAI2024105112,0.215,2
TAIRA2025,0.0,1
TAIWO2025100316,0.0,1
TAIWO2025672,0.17,2
TAJIRIAN2025,0.0,1
TAKAGI2024,0.0,1
TAKASUKA20243132,0.0,1
TAKEDA20242689,0.0,1
TAKEDA2025e232,0.0,1
TALAEIKHOEI2024102975,0.0,1
TALBOT2025104726,0.0,1
TALEBYAHVANOOEY2025100738,0.0,1
TALEBYAHVANOOEY2025111319,0.0,1
TALYSHINSKII202451,0.0,1
TAN2023100394,0.749,10
TAN20244092,0.0,1
TAN2025,0.0,1
TAN2025100355,0.22,2
TAN2025102441,0.0,1
TAN2025102893,0.0,1
TAN2025102918,0.2,2
TAN2025103253,0.0,1
TAN2025105057,0.0,1
TAN2025105236,0.225,2
TAN2025107715,0.0,1
TAN20252015,0.2533,3
TAN2025230737,0.0,1
TANAKA202453193,0.0,1
TANG20243355,0.0,1
TANG2025128644,0.0,1
TANG2025129212,0.0,1
TANG2025S288,0.0,1
TANI202520,0.0,1
TANTISUWANICHKUL2024108253,0.0,1
TAO2024103555,0.0,1
TAO2024361,0.215,2
TAO2025,0.0,1
TAO2025100696,0.0,1
TAO2025112683,0.0,1
TAO2025127863,0.0,1
TAPARK2025,0.0,1
TARUN2025102863,0.0,1
TAWFIK2025,0.0,1
TAYLOR202428,1.4518,417
TBAISHAT2025100421,0.0,1
TEE202417191,0.0,1
TEERTAM2025100315,0.0,1
TEIXEIRA2024S634,2.8126,248
TEIXEIRADASILVA2025111607,1.1826,99
TEIXEIRADASILVA2025244,0.0,1
TEJAMAYA2025,0.0,1
TELBANY2025S-318,0.235,2
TENG2025102157,0.0,1
TENG2025103848,0.0,1
TENG2025103889,0.0,1
TENG2025151487,0.0,1
TENKUMO202449,0.0,1
TEO2024100091,0.0,1
TEREFE2025101341,0.0,1
TESSELAAR2025106325,0.0,1
THAM2025102950,0.165,2
THANG2025,0.0,1
THANGARAJ20242340,1.3689,393
THAYER2024109457,0.2567,3
THELANCET2023503,1.2425,437
THELANCET20241,1.0253,436
THELANCETDIGITALHEALTH2023e477,1.3051,439
THELANCETDIGITALHEALTH2025e232,0.0,1
THELANCETREGIONALHEALTHEUROPE2023100677,1.1498,552
THIMM2024143978,0.0,1
THIRUNAVUKARASU2025100910,1.6993,54
THOMAS2024102619,0.0,1
THOMAS2024121823,0.0,1
THOMPSON2025,0.0,1
THOMPSON2025590,0.0,1
THORNBY2025101865,0.0,1
THOUEMENT2025104012,0.0,1
THULIN2024,0.0,1
THWAITES2025101207,0.25,2
TIAN2025100728,0.0,1
TIAN2025101111,0.0,1
TIBAU2024101331,0.0,1
TILP2025101002,0.0,1
TISSERANT2024107279,0.0,1
TIZHOOSH2025211,0.0,1
TKALACVERCIC2024102400,0.0,1
TOAPANTAGAIBOR2025502291,0.0,1
TOBA202557,0.0,1
TOBLER2024102531,0.0,1
TOKAT2024103570,0.0,1
TOKKOZHINA2025,0.0,1
TOLEDOESILVA2025139890,0.0,1
TOMAS2024145,0.0,1
TOMTE2024105151,0.0,1
TONG2025,0.0,1
TONG2025103629,0.0,1
TONG2025210,0.0,1
TOROUS2025683,1.1227,100
TORRES2025100183,0.0,1
TOUATI2025104889,0.0,1
TOVEY2024111447,1.4917,228
TRAN2024104079,0.625,4
TRAN2025100358,0.0,1
TRAN2025101578,0.0,1
TRANG2025100774,0.0,1
TRIANA20251201,0.0,1
TRIANARODRIGUEZ20241158,1.2886,437
TRIANTAFYLLOPOULOS2025101802,0.0,1
TRILLO2024452,0.13,2
TRINDADE2025101104,0.225,2
TRINKLEY2025,0.0,1
TRIPATHI2025,1.1343,51
TRIPPE2025102365,1.9704,55
TROKIELEWICZ2024112293,0.0,1
TRUB2025100957,0.0,1
TSAI2024103568,0.25,2
TSAI2024151390,0.0,1
TSAI2025105942,0.0,1
TSANG2024,0.0,1
TSANG2024111602,0.0,1
TSAO2024101865,0.0,1
TSENG2025102283,0.0,1
TSENG2025106570,0.5283,6
TUNCEL20256425,0.0,1
TUOMI2025103863,0.0,1
TURAN2025111901,0.0,1
TURCHIN2024341,0.0,1
TURK20241315,0.6033,9
TURNER2024101340,0.0,1
TURNER2025101939,0.0,1
TUROS2024100160,0.0,1
TUROS2025100394,0.0,1
TUROS2025101275,0.0,1
TURVEY2024,0.0,1
UBEDAGARCIA2025100809,0.0,1
UDDIN2025,0.0,1
UKWANDU2025103616,0.0,1
ULABIDEEN2025100742,0.0,1
ULLA2024100314,0.0,1
ULLAH2025102966,0.0,1
ULRICH2025105858,0.0,1
UMANTSIV2025489,0.0,1
UMAR2025101977,0.0,1
UMOREN2023151826,0.0,1
UNGARO2025S-173,0.0,1
UNO2025107142,0.0,1
UPADHYAY2025,0.0,1
UPADHYAY2025107272,0.0,1
UPTEGRAFT2025,0.0,1
URBAN2024105031,0.19,2
URBAN2025102156,0.0,1
URBINA202514,0.0,1
URIBE2024105275,0.0,1
UTTLEY2025111616,0.0,1
UZOCHUKWU2023101820,0.25,2
UZOCHUKWU2025104888,0.0,1
UZOCHUKWU2025e02697,0.0,1
UZUMCUGIL2024,0.0,1
V2025101633,0.0,1
V2025102080,0.21,2
VAERNESBRANDEN202423,0.0,1
VALDESHERNANDEZ2023110811,0.0,1
VALECHA2025570,0.0,1
VALENCA2025100104,0.0,1
VALLEE2026101714,0.0,1
VANAKEN2025,0.0,1
VANDERHEIJDEN2025100172,0.0,1
VANLIEROP2025S-858,1.282,56
VANMALI2024887,0.24,2
VANNGUYEN2023109558,0.0,1
VANPOPPEL2023519,1.7114,57
VANTAM2025113526,0.245,2
VANTVEEN2025133816,0.0,1
VARCHANDI2024100488,0.0,1
VARGA202513,0.0,1
VARGHESE2024977,0.0,1
VARGHESE20251468,0.0,1
VARRA2025105106,0.0,1
VASAVADA2025S48,1.3793,101
VASU2025102040,0.0,1
VAUGHN2024101487,0.0,1
VAZQUEZCANO2023101380,0.0,1
VEHI2025113051,0.0,1
VEIT2025104197,0.0,1
VELA2025100098,0.0,1
VENDITTO2025102151,1.8851,57
VENEGAS2024111001,0.0,1
VENKATARAM2024100960,0.0,1
VERMA2025111478,0.0,1
VERMA2025139,0.0,1
VERMEIRE2025S-851,0.6744,9
VERMEIRE2025S-855,0.7773,11
VETTORI2025100183,0.0,1
VHATKAR2024104047,0.0,1
VIJAYAN2025e68,1.0536,100
VILLALONGALOPEZURIBARRI2025477,0.46,6
VILLARREALZEGARRA2024,0.0,1
VILLENA2025100160,0.9161,18
VINOI2025106,0.0,1
VINTHERDAUGAARD2024101386,0.0,1
VIRK202551,0.0,1
VISSAK2025436,0.0,1
VITHANAGE2025111013,0.0,1
VLACHOPOULOS2024120,1.2557,437
VOGELGESANG2024111306,0.0,1
VOLPATO2025100195,0.0,1
VONGILLERN2024104404,0.0,1
VONGVISITSIN2025104996,0.0,1
VOWELS2024100078,0.8955,11
VRDOLJAK2025110351,0.0,1
VRETTOS20253563,0.0,1
WAELALKHATIB2023102403,0.18,2
WAHL20257,0.0,1
WAISBERG2024849,0.0,2
WAISBERG20251,0.0,1
WAKEFIELD2025104694,0.0,1
WAKEMAN2024,0.0,1
WALDOCK2024,0.9262,8
WALLER2025102227,0.0,1
WALTERS2024S626,1.1575,439
WALUYO2024101146,0.0,1
WAMBATAGUIMDJE2024,0.0,1
WAN2025102703,0.0,1
WAN202540,0.0,1
WANG2023100516,1.2836,534
WANG2023109342,0.185,2
WANG2023109593,0.0,1
WANG2024,0.502,10
WANG2024100181,0.7396,25
WANG2024100247,0.9514,22
WANG2024100326,0.8267,33
WANG2024100564,1.5159,359
WANG2024100987,0.0,1
WANG2024101302,1.919,360
WANG2024101440,0.0,1
WANG2024101486,1.7227,361
WANG2024102744,0.758,20
WANG2024102809,0.0,1
WANG2024103365,0.0,1
WANG2024103508,0.0,1
WANG2024103533,0.83,8
WANG2024103861,0.0,1
WANG2024104133,0.0,1
WANG2024105965,0.85,20
WANG2024107231,0.0,1
WANG2024107847,0.0,1
WANG20241089,0.7762,8
WANG2024109476,0.0,1
WANG202415,0.0,1
WANG2024159,0.0,1
WANG2024235417,0.0,1
WANG2024261,0.0,1
WANG2024333,0.6437,8
WANG202434,0.0,1
WANG20243891,0.0,1
WANG2025,0.675,14
WANG2025100198,0.5567,6
WANG2025100232,0.0,1
WANG2025100274,0.0,1
WANG2025100449,0.0,1
WANG2025100996,0.58,8
WANG2025101018,0.0,1
WANG2025101120,0.0,1
WANG2025101606,0.0,1
WANG2025101729,0.0,1
WANG2025102182,0.0,1
WANG2025102339,0.6362,8
WANG2025102352,0.5125,8
WANG2025102835,0.0,1
WANG2025102898,0.595,10
WANG2025102901,0.0,1
WANG2025102933,0.0,1
WANG2025103034,0.0,1
WANG2025103756,0.7258,12
WANG2025103791,0.6115,13
WANG2025103857,0.5864,14
WANG2025103888,0.7983,6
WANG2025104272,0.0,1
WANG2025104539,0.0,1
WANG2025104834,0.0,1
WANG2025105091,0.5467,6
WANG2025105250,0.0,1
WANG2025105486,0.0,1
WANG2025106215,0.0,1
WANG2025108658,0.0,1
WANG2025108761,0.0,1
WANG2025111077,0.0,1
WANG2025111363,0.0,1
WANG2025112115,0.0,1
WANG2025112481,0.24,2
WANG2025112626,0.83,7
WANG2025113542,0.688,5
WANG2025114401,0.0,1
WANG2025116151,0.0,1
WANG2025116467,0.0,1
WANG2025119,0.0,1
WANG20251238,0.6715,13
WANG2025125577,0.0,1
WANG2025157118,0.0,1
WANG2025177572,0.0,1
WANG2025181022,0.0,1
WANG2025200315,0.7622,9
WANG20252031,1.0232,53
WANG20252601,0.83,8
WANG2025273,0.0,1
WANG2025280,0.0,1
WANG202538,0.7775,8
WANG2025383,0.0,1
WANG2025566,0.7786,7
WANG2025990,0.495,8
WANG2026101985,0.0,1
WANG2026103082,0.0,1
WANG2026103451,0.0,1
WANG2026103581,0.0,1
WANG2026103639,0.0,1
WANG2026116280,0.0,1
WAQARAKRAM2025113777,0.0,1
WAQAS2023100255,0.97,8
WARD2024e273,0.0,1
WASILEWSKI2025104012,0.0,1
WASSENAAR2024100766,0.0,1
WATANABE2025100011,0.0,1
WATANABE2025100955,0.0,1
WATARI2023,0.0,1
WATSON2025e218,0.0,1
WAZIIROH2025117263,0.0,1
WEBB2025105835,0.0,1
WEERAWANICH2024113246,0.0,1
WEETS2025127121,0.0,1
WEHNER2025111395,0.0,1
WEI2023103808,0.25,2
WEI2024105022,1.9112,229
WEI2024106042,0.0,1
WEI2025103954,0.0,1
WEI2025105356,0.0,1
WEI2025106192,0.0,1
WELDEMIKAEL2024100205,0.0,1
WELHAF2024244,0.0,1
WELLS202511,0.0,1
WEN2025,0.355,4
WEN2025101010,0.68,5
WENG2024100315,0.0,1
WENGREEN2024A70,1.1785,439
WESTBY2024100101,0.0,1
WEUTHEN2025,0.0,1
WHEATLEY2024102942,0.7238,8
WHEATLEY2025286,0.9629,7
WHEELER2025102401,1.1577,13
WHITE2024S83,1.5277,110
WHITE2025452,1.0617,109
WIBOWO20258,0.0,1
WIEDENMANN2024100591,0.0,1
WILK2025110167,0.0,1
WILKHO2024102293,0.0,1
WILL2025,0.0,1
WILLERMARK2025101893,0.0,1
WILLIAMS2024102879,0.0,1
WILLIAMS2025111217,0.0,1
WILLIAMS2025144,0.0,1
WILLIAMS20254679,0.0,1
WILLIAMS2025S302,0.0,1
WILLS2025103108,0.0,1
WINBERG202521,0.0,1
WINNIFRITH2024102794,1.1994,442
WISS2025100752,0.0,1
WLOCH2025102782,0.0,1
WOBST2025115571,0.0,1
WOLF2024102821,0.0,1
WONG2023253,0.0,1
WONG2024100278,0.0,1
WONG2025725,1.3241,69
WONGVIBULSIN2025,0.0,1
WOO2025105447,1.4712,58
WOOD2025100232,0.0,1
WOODCOCK2024100171,0.0,1
WOOLFORD2024927,0.0,1
WOON2025100708,0.0,1
WORKUM2026155262,0.0,1
WOSNY2024,0.0,1
WU20240160,0.0,1
WU2024100056,0.0,1
WU2024102756,0.0,1
WU2024103750,0.0,1
WU2024105033,0.0,1
WU2024108825,0.0,1
WU2024114776,0.0,1
WU2024219,0.23,2
WU20243481,0.47,4
WU2024S6,1.242,214
WU2025,0.245,2
WU2025100123,0.0,1
WU2025102134,0.0,1
WU2025103111,0.0,1
WU2025105119,0.0,1
WU2025105989,0.0,1
WU2025106088,0.25,2
WU2025190,0.0,1
WU2025691,0.245,2
WULFERT2024104035,0.0,1
WUNSCHNAGY2025102909,0.0,1
WUYTS2024998,0.0,1
WYATT2024201,0.1,2
WYATT2024245,1.4378,330
WYATT202583,0.0,1
XIA2024104040,0.0,1
XIA2024112426,0.4433,3
XIA2025100455,0.2967,3
XIA2025105629,0.0,1
XIA2025106024,0.0,1
XIA2026105465,0.0,1
XIAO20232973,0.0,1
XIAO2024102679,0.0,1
XIAO2024104125,0.0,1
XIAO2024105874,0.0,1
XIAO2024114691,0.0,1
XIAO2025,0.0,1
XIAO2025102835,0.0,1
XIAO2025103790,0.0,1
XIAO2025105414,0.0,1
XIAO2025106183,0.0,1
XIAO2025118310,0.0,1
XIAOYU2025165,0.57,9
XIE2025115507,0.245,2
XIN2024104669,0.0,1
XING2024740,0.0,1
XIONG2025104241,0.0,1
XOMPERO2025100159,0.0,1
XU2024102518,0.0,1
XU2024172656,0.0,1
XU2024703,1.125,18
XU2024e32364,1.1526,77
XU2025,0.0,1
XU2025100135,0.0,1
XU2025100205,0.0,1
XU2025101227,0.0,1
XU2025104006,0.25,2
XU2025106006,0.0,1
XU2025112515,0.235,2
XU2025113187,0.0,1
XU2025121889,0.0,1
XU2025126585,0.0,1
XU2026105304,0.0,1
XUE2025102094,0.0,1
XUE2025131581,0.0,1
XYLOGIANNOPOULOS2024103842,0.25,2
XYLOGIANNOPOULOS2025114151,0.0,1
YAHAVDOVRAT2025107093,1.091,21
YAHOO2024e30157,0.0,1
YAKOB2025943,0.25,2
YAMAGUCHI2023121,0.0,1
YAMAMOTO2024,0.0,1
YAN2024103867,0.0,1
YAN2024109407,0.0,1
YAN2025,0.0,1
YAN2025100465,0.0,1
YAN2025104388,0.0,1
YAN2025105322,0.0,1
YAN2025114498,0.0,1
YAN2025117950,0.0,1
YAN2025620,0.0,1
YANG2024,0.3233,3
YANG2024100085,0.5583,6
YANG2024100309,0.4717,6
YANG2024102885,0.0,1
YANG2024113005,0.0,1
YANG2024125211,0.0,1
YANG2024127811,0.0,1
YANG2024167263,0.4,6
YANG202497,0.0,1
YANG2025,0.34,4
YANG20251,0.0,1
YANG2025100473,0.0,1
YANG2025100599,0.5486,7
YANG2025101038,0.0,1
YANG2025102136,0.494,5
YANG2025102501,0.0,1
YANG2025102560,0.0,1
YANG2025103375,0.5875,4
YANG2025103431,0.0,1
YANG2025104877,0.3883,6
YANG2025104980,0.0,1
YANG2025112996,0.0,1
YANG2025115786,0.0,1
YANG2025116061,0.0,1
YANG20251673,0.0,1
YANG202523,0.3857,7
YAO2024102625,0.0,1
YAO20241037,0.0,1
YAO2024e33531,0.0,1
YAO2024S63,1.6696,440
YAO2025,0.0,1
YAO2025106026,0.0,1
YAO2025113333,0.0,1
YARUR2025S-864,1.1267,12
YASSIN2025102284,1.1173,63
YATES20251,0.0,1
YAU2024,0.0,1
YAU2025130847,0.0,1
YAVUZ2025106108,0.0,1
YE2024,0.49,3
YE2024102851,0.465,4
YE2024129854,0.0,1
YE2025379,0.0,1
YEUNG2025101203,0.0,1
YEUNG2025103082,0.0,1
YI202335,0.0,1
YI2024448,0.0,1
YI2025,0.0,1
YI2025112895,0.0,1
YILDIZ2025100694,0.165,2
YILMAZ2023100005,0.0,1
YILMAZ2023100147,0.16,2
YILMAZ2025908,0.0,1
YIM2024,0.0,1
YIN2024,0.0,1
YIN2024108417,0.0,1
YIN2025,0.0,1
YIN2025100227,0.0,1
YIN2025105434,0.0,1
YIN2025135,0.0,1
YIN2025623,0.0,1
YINGENG2024100664,0.0,1
YOCKEL2024e827,1.9472,418
YOGARATNAM2025100226,1.1256,101
YOKOYAMA2024121890,0.0,1
YOON2025112802,0.0,1
YOON202597,0.0,1
YOSHIOKA2025116217,0.0,1
YOU2025932,0.0,1
YOUNG2024108664,0.0,1
YOUNG2025200,1.1481,63
YOW202516,0.0,1
YU2024100178,0.0,1
YU2024101551,0.0,1
YU2024108870,1.2329,28
YU2024115069,0.0,1
YU2024e24289,2.1921,66
YU2025100172,0.0,1
YU2025100470,0.0,1
YU2025107802,0.0,1
YU2025107880,0.32,3
YU2025116636,0.0,1
YU2025119262,0.0,1
YU2025147,0.0,1
YU2025156006,0.0,1
YUAN2024e1115,0.0,1
YUAN2025113645,0.0,1
YUAN20251146,0.0,1
YUAN2025133784,0.0,1
YUAN2025298,0.0,1
YUE2025,0.0,1
YUE2025106390,0.0,1
YUE2025109945,0.0,1
YUE2025128816,0.0,1
YUN2025118961,0.0,1
YUNG2025,0.0,1
YUSUF2024101619,0.0,1
ZAFAR2025100802,0.0,1
ZAHRA2024111270,0.0,1
ZAKARIA2025100299,0.0,1
ZALAN2023100059,0.0,1
ZAMBRANO2025126440,0.0,1
ZAMORA2025103161,0.0,1
ZAMPRONI2025111328,0.0,1
ZANDABAD20244873,0.0,1
ZAPHIR2025107750,0.0,1
ZARCHI2025113698,0.0,1
ZAREIE2024105032,0.0,1
ZAREZADEH2023101140,0.0,1
ZARGHAM2025,0.0,1
ZBOINSKA2025105947,0.0,1
ZENG2024S985,1.5849,445
ZENG2025102631,0.0,1
ZENG2025109221,0.0,1
ZENG2025117925,0.0,1
ZENG2025120578,0.0,1
ZERR20241040,0.4733,3
ZHAI2025132773,0.0,1
ZHANG20232061,0.0,1
ZHANG2024,0.8181,32
ZHANG2024100115,0.0,1
ZHANG2024100286,1.0453,34
ZHANG2024103140,0.0,1
ZHANG2024103501,0.0,1
ZHANG2024103549,0.0,1
ZHANG2024103651,0.0,1
ZHANG2024104911,0.0,1
ZHANG2024106553,0.59,5
ZHANG2024130569,0.0,1
ZHANG2024151008,0.0,1
ZHANG2024274,0.0,1
ZHANG20243166,0.22,2
ZHANG2024690,0.7676,38
ZHANG2024845,0.0,1
ZHANG2024963,1.7439,107
ZHANG2024e40557,1.845,329
ZHANG2025,0.0,1
ZHANG2025100040,0.4858,19
ZHANG2025100115,0.6271,14
ZHANG2025100385,0.758,5
ZHANG2025100579,0.0,1
ZHANG2025100687,0.0,1
ZHANG2025100767,0.5594,16
ZHANG2025100777,0.6225,4
ZHANG2025100978,0.838,10
ZHANG2025101392,1.2476,17
ZHANG2025102020,0.0,1
ZHANG2025102092,0.0,1
ZHANG2025102312,0.0,1
ZHANG2025102313,0.0,1
ZHANG2025102773,0.0,1
ZHANG2025103023,0.4533,3
ZHANG2025103046,0.0,1
ZHANG2025103689,0.0,1
ZHANG2025103746,0.9164,14
ZHANG2025104413,0.0,1
ZHANG2025104533,0.0,1
ZHANG2025104596,0.6429,14
ZHANG2025105002,0.0,1
ZHANG2025105086,0.886,10
ZHANG2025105449,0.935,14
ZHANG2025106761,0.8707,14
ZHANG2025107426,0.0,1
ZHANG2025107596,0.0,1
ZHANG2025107611,0.0,1
ZHANG2025108457,0.0,1
ZHANG2025109253,0.0,1
ZHANG2025109750,0.0,1
ZHANG2025110693,0.0,1
ZHANG2025111013,0.0,1
ZHANG2025111155,0.0,1
ZHANG2025112484,0.0,1
ZHANG2025114521,0.742,5
ZHANG2025115116,0.5517,6
ZHANG2025118894,0.0,1
ZHANG2025124442,0.5675,4
ZHANG2025125059,0.4838,21
ZHANG2025125961,0.0,1
ZHANG2025127587,0.0,1
ZHANG2025129316,0.0,1
ZHANG2025129645,0.461,20
ZHANG2025136,0.0,1
ZHANG2025139187,0.0,1
ZHANG20252238,0.56,17
ZHANG2025226,0.0,1
ZHANG2025270,0.0,1
ZHANG2025309,0.25,2
ZHANG2025346,0.0,1
ZHANG202586,0.5636,14
ZHANG2025S-318,1.3087,106
ZHANG2026101984,0.0,1
ZHANG2026103139,0.0,1
ZHANG2026104392,0.0,1
ZHANG2026104452,0.0,1
ZHAO2024106001,0.0,1
ZHAO2024108634,0.0,1
ZHAO2024109516,0.0,1
ZHAO2024109536,0.165,2
ZHAO2024109964,0.0,1
ZHAO2024191,1.2791,440
ZHAO2025,0.0,1
ZHAO2025100497,0.245,2
ZHAO2025101167,0.0,1
ZHAO2025102164,0.0,1
ZHAO2025102299,0.2933,3
ZHAO2025102829,0.0,1
ZHAO2025103055,0.3425,4
ZHAO2025103280,0.0,1
ZHAO2025105660,0.0,1
ZHAO2025108654,0.5262,8
ZHAO2025253,0.0,1
ZHAO2026103554,0.0,1
ZHAO2026411,0.0,1
ZHENG20241,0.0,1
ZHENG2024100223,0.0,1
ZHENG2024100271,0.0,1
ZHENG2025100888,0.0,1
ZHENG2025100990,0.0,1
ZHENG2025101402,0.0,1
ZHENG2025110722,0.0,1
ZHENG2025111,0.0,1
ZHENG2025113524,0.0,1
ZHENG20251139,0.25,2
ZHENG2025114041,0.0,1
ZHENG2025179,0.0,1
ZHENG20252951,0.0,1
ZHENG20255635,0.48,3
ZHI2025,0.0,1
ZHONG2024107479,0.0,1
ZHONG2024110163,0.0,1
ZHONG2025108611,0.0,1
ZHONG2025147694,0.0,1
ZHONG202548,0.0,1
ZHOU2023100757,0.0,1
ZHOU2024105287,0.0,1
ZHOU2024117951,0.0,1
ZHOU202414702,0.6527,11
ZHOU2024153,0.0,1
ZHOU2024867,0.9385,13
ZHOU2025100982,0.48,3
ZHOU2025101135,0.25,2
ZHOU2025102179,0.0,1
ZHOU2025102508,0.48,3
ZHOU2025102519,0.0,1
ZHOU2025103953,0.4133,3
